CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change
WBA000144,application,Web Based Application,WBS000318,IM0006591,Closed,5,5,5,0.752410328,incident,KM0001835,closed,3,18-10-2013 10:22,,01-11-2013 13:23,01-11-2013 13:23,1,,,,,,
WBA000133,application,Web Based Application,WBS000073,IM0006592,Closed,5,5,5,0.882353987,request for information,KM0000792,closed,3,18-10-2013 10:25,,21-10-2013 13:53,21-10-2013 13:53,1,,,,,,
LAP000594,computer,Laptop,WBS000091,IM0006593,Closed,4,4,4,0.249934204,incident,KM0001019,closed,0,18-10-2013 10:31,,18-10-2013 14:35,18-10-2013 14:35,4,,,,,,
SBA000073,application,Server Based Application,WBS000017,IM0006594,Closed,4,4,4,0.269904316,incident,KM0000067,closed,0,18-10-2013 10:45,,25-10-2013 09:53,25-10-2013 09:53,4,,,,,,
LAP001569,computer,Laptop,WBS000187,IM0006595,Closed,5,5,5,0.544190957,incident,KM0001447,closed,0,18-10-2013 10:46,,22-10-2013 08:54,22-10-2013 08:55,1,,,,,,
DTA000024,application,Desktop Application,WBS000093,IM0006596,Closed,4,4,4,0.258699554,incident,KM0000336,closed,0,18-10-2013 10:49,,18-10-2013 13:16,18-10-2013 13:17,2,,,,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0006597,Closed,4,4,4,0.116831815,incident,KM0000847,closed,1,18-10-2013 10:55,,24-10-2013 08:43,24-10-2013 08:43,39,,,,,,
SCN000001,officeelectronics,Scanner,WBS000125,IM0006598,Closed,NS,3,NA,0.959437214,incident,KM0001491,closed,0,18-10-2013 10:57,,18-10-2013 10:59,18-10-2013 10:59,0,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0006599,Closed,5,5,5,0.330377279,request for information,KM0001807,closed,9,18-10-2013 10:57,,27-11-2013 14:37,27-11-2013 14:37,2,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0006600,Closed,4,4,4,0.815290687,incident,KM0001962,closed,0,18-10-2013 11:19,,21-10-2013 08:49,21-10-2013 08:49,7,,,,,,
WBA000011,application,Web Based Application,WBS000152,IM0006601,Closed,5,5,5,0.889619546,incident,KM0000075,closed,0,18-10-2013 11:28,,22-10-2013 10:40,22-10-2013 10:41,2,,,,,,
CBD000915,computer,Banking Device,WBS000146,IM0006602,Closed,2,2,2,0.976919028,incident,KM0000274,closed,1,18-10-2013 11:45,,18-10-2013 16:31,18-10-2013 16:31,4,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0006603,Closed,4,4,4,0.560226036,incident,KM0000748,closed,0,18-10-2013 11:48,,18-10-2013 11:53,18-10-2013 11:53,0,,,,,,
SBA000464,application,Server Based Application,WBS000073,IM0006604,Closed,4,4,4,0.805937332,incident,KM0001797,closed,0,18-10-2013 12:00,,18-10-2013 13:44,18-10-2013 13:44,1,,,,,,
SBA000834,application,Server Based Application,WBS000223,IM0006605,Closed,4,4,4,0.951055302,incident,KM0001308,closed,0,18-10-2013 12:03,,21-10-2013 10:32,21-10-2013 10:32,8,,,,,,
CBA000014,application,Client Based Application,WBS000073,IM0006606,Closed,5,5,5,0.886884201,incident,KM0001707,closed,0,18-10-2013 12:10,,18-10-2013 14:33,18-10-2013 14:36,2,,,,,,
WBA000122,application,Web Based Application,WBS000298,IM0006607,Closed,5,5,5,0.315556666,incident,KM0001548,closed,0,18-10-2013 12:15,,21-10-2013 08:22,21-10-2013 08:22,2,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0006608,Closed,4,4,4,0.172095059,incident,KM0000741,closed,1,18-10-2013 12:22,,21-10-2013 08:34,21-10-2013 08:34,6,,,,,,
SUB000443,subapplication,Web Based Application,WBS000125,IM0006609,Closed,5,5,5,0.672839375,incident,KM0000727,closed,0,18-10-2013 12:27,,22-10-2013 10:00,22-10-2013 10:00,2,,,,,,
WBA000144,application,Web Based Application,WBS000318,IM0006610,Closed,4,4,4,0.0095434,incident,KM0000846,closed,0,18-10-2013 12:34,,18-10-2013 14:39,18-10-2013 14:39,2,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0006611,Closed,5,5,5,0.951179607,request for information,KM0000226,closed,1,18-10-2013 12:36,,21-10-2013 11:25,21-10-2013 11:25,8,,,,,,
WBA000071,application,Web Based Application,WBS000085,IM0006612,Closed,5,5,5,0.64901518,request for information,KM0000400,closed,0,18-10-2013 12:40,,18-10-2013 12:41,18-10-2013 12:41,0,,,,,,
DTA000053,application,Desktop Application,WBS000130,IM0006613,Closed,5,5,5,0.293022521,incident,KM0000472,closed,0,18-10-2013 12:45,,18-10-2013 13:23,18-10-2013 13:24,0,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0006614,Closed,5,5,5,0.183710318,request for information,KM0000226,closed,1,18-10-2013 12:55,,18-10-2013 15:49,18-10-2013 15:49,2,,,,,,
WBA000011,application,Web Based Application,WBS000152,IM0006615,Closed,5,5,5,0.631839449,incident,KM0000075,closed,1,18-10-2013 12:58,,23-10-2013 15:34,23-10-2013 15:35,3,,,,,,
SBA000729,application,Server Based Application,WBS000101,IM0006616,Closed,4,4,4,0.805238931,incident,KM0001934,closed,2,18-10-2013 13:39,,29-10-2013 08:31,29-10-2013 08:32,1,,,,,,
LAP001469,computer,Laptop,WBS000091,IM0006617,Closed,5,5,5,0.941603166,incident,KM0001444,closed,0,18-10-2013 13:41,,21-10-2013 15:05,21-10-2013 15:06,1,,,,,,
SUB000436,subapplication,Web Based Application,WBS000073,IM0006618,Closed,5,5,5,0.677725009,incident,KM0000713,closed,2,18-10-2013 13:56,,24-10-2013 11:07,24-10-2013 11:08,3,,,,,,
SUB000508,subapplication,Web Based Application,WBS000162,IM0006619,Closed,NS,3,NA,0.561456489,incident,KM0000553,closed,4,18-10-2013 13:57,,11-11-2013 10:14,11-11-2013 10:14,1,,,,,,
SBA000063,application,Server Based Application,WBS000264,IM0006620,Closed,4,4,4,0.470222516,incident,KM0001531,closed,0,18-10-2013 14:25,,22-10-2013 12:58,22-10-2013 12:58,5,,,,,,
SUB000450,subapplication,Web Based Application,WBS000047,IM0006621,Closed,4,4,4,0.028469938,incident,KM0000299,closed,0,18-10-2013 14:25,,,18-10-2013 14:31,0,,,,,,
SUB000508,subapplication,Web Based Application,WBS000162,IM0006622,Closed,2,2,2,0.526952404,incident,KM0000553,closed,1,18-10-2013 14:26,28-10-2013 10:47,28-10-2013 10:48,28-10-2013 10:48,2,,,,,,
DTA000024,application,Desktop Application,WBS000093,IM0006623,Closed,4,4,4,0.346805774,incident,KM0000340,closed,2,18-10-2013 14:32,,21-10-2013 16:37,21-10-2013 16:37,1,,,,,,
SBA000296,application,Server Based Application,WBS000053,IM0006624,Closed,3,3,3,0.94880532,incident,KM0000365,closed,0,18-10-2013 14:35,,23-10-2013 14:22,23-10-2013 14:22,9,,,,,,
SBA000287,application,Server Based Application,WBS000042,IM0006625,Closed,3,4,3,0.440015689,incident,KM0000283,closed,0,18-10-2013 11:42,,18-10-2013 11:47,18-10-2013 11:47,0,,,,,,
DTA000029,application,Desktop Application,WBS000133,IM0006626,Closed,4,5,4,0.624539925,request for information,KM0001166,closed,0,18-10-2013 11:49,,18-10-2013 12:58,18-10-2013 12:59,1,,,,,,
LAP001562,computer,Laptop,WBS000091,IM0006627,Closed,5,5,5,0.280188772,incident,KM0001444,closed,5,18-10-2013 11:57,,25-10-2013 13:59,25-10-2013 13:59,0,,,,,,
WBA000133,application,Web Based Application,WBS000073,IM0006628,Closed,4,4,4,0.512920665,incident,KM0001157,closed,3,18-10-2013 12:15,,21-10-2013 09:04,21-10-2013 09:04,7,,,,,,
WBA000103,application,Web Based Application,WBS000073,IM0006629,Closed,4,4,4,0.804051704,incident,KM0000702,closed,1,18-10-2013 12:19,,21-10-2013 15:35,21-10-2013 15:37,1,,,,,,
WBA000126,application,Web Based Application,WBS000148,IM0006630,Closed,5,4,4,0.981942348,request for information,KM0000632,closed,0,18-10-2013 12:19,,18-10-2013 12:44,18-10-2013 12:44,0,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0006631,Closed,5,5,5,0.939750615,request for information,KM0001111,closed,2,18-10-2013 12:22,,23-10-2013 07:54,23-10-2013 07:54,2,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0006632,Closed,5,5,5,0.731933278,request for information,KM0001113,closed,0,18-10-2013 12:24,24-10-2013 09:12,24-10-2013 09:27,24-10-2013 09:27,1,,,,,,
WBA000082,application,Web Based Application,WBS000055,IM0006633,Closed,4,4,4,0.770611471,incident,KM0000401,closed,2,18-10-2013 12:26,,05-11-2013 13:58,05-11-2013 13:58,1,,,,,,
SAP000004,application,SAP,WBS000271,IM0006634,Closed,5,5,5,0.33300675,request for information,KM0001382,closed,4,18-10-2013 12:26,,21-10-2013 13:40,21-10-2013 13:40,11,,,,,,
SAN000182,storage,SAN,WBS000128,IM0006636,Closed,5,5,5,0.944481354,request for information,KM0001674,closed,0,18-10-2013 12:37,,18-10-2013 12:38,18-10-2013 12:38,0,,,,,,
SAP000004,application,SAP,WBS000271,IM0006637,Closed,5,5,5,0.648344849,request for information,KM0001270,closed,0,18-10-2013 12:47,,21-10-2013 15:08,21-10-2013 15:08,1,,,,,,
SBA000630,application,Server Based Application,WBS000070,IM0006638,Closed,5,5,5,0.646424617,request for information,KM0000995,closed,3,18-10-2013 12:52,,25-10-2013 15:29,25-10-2013 15:29,0,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0006639,Closed,5,5,5,0.541988804,request for information,KM0001108,closed,0,18-10-2013 12:53,24-10-2013 09:24,19-11-2013 13:27,19-11-2013 13:27,3,,,,,,
SBA000010,application,Server Based Application,WBS000186,IM0006640,Closed,4,4,4,0.632477868,incident,KM0000508,closed,1,18-10-2013 12:54,,28-10-2013 08:51,28-10-2013 08:51,79,,,,,,
SAP000004,application,SAP,WBS000271,IM0006641,Closed,5,5,5,0.928739865,request for information,KM0001270,closed,0,18-10-2013 12:56,,22-10-2013 09:45,22-10-2013 09:46,1,,,,,,
CBA000014,application,Client Based Application,WBS000073,IM0006642,Closed,3,3,3,0.06878353,request for information,KM0001952,closed,3,18-10-2013 13:08,,29-10-2013 17:05,29-10-2013 17:05,1,,,,,,
SBA000088,application,Server Based Application,WBS000017,IM0006643,Closed,4,4,4,0.845426844,incident,KM0000096,closed,0,18-10-2013 13:13,,21-10-2013 13:48,21-10-2013 14:02,2,,,,,,
CBA000014,application,Client Based Application,WBS000073,IM0006644,Closed,3,3,3,0.767533474,request for information,KM0001952,closed,0,18-10-2013 13:15,,18-10-2013 15:39,18-10-2013 15:39,2,,,,,,
CBA000014,application,Client Based Application,WBS000073,IM0006645,Closed,3,3,3,0.741603601,request for information,KM0001952,closed,0,18-10-2013 13:23,,18-10-2013 15:38,18-10-2013 15:38,2,,,,,,
SAP000004,application,SAP,WBS000271,IM0006646,Closed,5,5,5,0.69249848,request for information,KM0001270,closed,0,18-10-2013 13:35,,22-10-2013 09:54,22-10-2013 09:54,1,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0006647,Closed,5,5,5,0.920504891,incident,KM0001192,closed,0,18-10-2013 13:41,,18-10-2013 14:19,18-10-2013 14:19,0,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0006648,Closed,5,5,5,0.669217843,request for information,KM0001116,closed,0,18-10-2013 13:42,24-10-2013 10:36,24-10-2013 13:19,24-10-2013 13:19,3,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0006649,Closed,5,5,5,0.035958977,request for information,KM0001113,closed,0,18-10-2013 13:44,,22-10-2013 09:59,22-10-2013 09:59,1,,,,,,
EXC000004,application,Exchange,WBS000094,IM0006650,Closed,5,5,5,0.299886987,request for information,KM0001232,closed,11,18-10-2013 13:50,,21-10-2013 08:43,21-10-2013 08:43,3,,,,,,
CBA000014,application,Client Based Application,WBS000073,IM0006651,Closed,5,5,5,0.05522107,request for information,KM0001952,closed,0,18-10-2013 13:52,,24-10-2013 12:44,24-10-2013 12:45,4,,,,,,
CBA000014,application,Client Based Application,WBS000073,IM0006652,Closed,3,3,3,0.345516144,request for information,KM0001952,closed,0,18-10-2013 13:53,,18-10-2013 15:40,18-10-2013 15:40,1,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0006653,Closed,4,4,4,0.197804411,incident,KM0000592,closed,0,18-10-2013 13:58,,18-10-2013 14:12,18-10-2013 14:12,0,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0006654,Closed,5,5,5,0.581009844,request for information,KM0001113,closed,2,18-10-2013 14:02,,11-11-2013 07:16,11-11-2013 07:16,1,,,,,,
SBA000462,application,Server Based Application,WBS000073,IM0006655,Closed,4,4,4,0.03062224,incident,KM0001719,closed,0,18-10-2013 14:03,,18-10-2013 15:19,18-10-2013 15:19,1,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0006656,Closed,4,4,4,0.166384115,incident,KM0001096,closed,0,18-10-2013 14:06,,18-10-2013 14:35,18-10-2013 14:35,0,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0006657,Closed,4,4,4,0.950767199,incident,KM0001096,closed,0,18-10-2013 14:09,,18-10-2013 14:44,18-10-2013 14:45,0,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0006658,Closed,4,4,4,0.632236104,incident,KM0001096,closed,0,18-10-2013 14:12,,18-10-2013 14:46,18-10-2013 14:46,0,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0006659,Closed,4,4,4,0.122797779,incident,KM0001096,closed,0,18-10-2013 14:14,,18-10-2013 14:48,18-10-2013 14:48,0,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0006660,Closed,4,4,4,0.364114585,incident,KM0001096,closed,0,18-10-2013 14:16,,18-10-2013 14:49,18-10-2013 14:49,0,,,,,,
WBA000144,application,Web Based Application,WBS000318,IM0006661,Closed,4,4,4,0.714310674,incident,KM0000846,closed,4,18-10-2013 14:17,,28-10-2013 13:46,28-10-2013 13:46,1,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0006662,Closed,4,4,4,0.187504798,incident,KM0001096,closed,0,18-10-2013 14:18,,18-10-2013 14:51,18-10-2013 14:51,0,,,,,,
LAP000347,computer,Laptop,WBS000091,IM0006663,Closed,5,5,5,0.491375146,incident,KM0001444,closed,3,18-10-2013 12:43,,,31-10-2013 16:20,0,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0006664,Closed,4,4,4,0.66095721,incident,KM0001736,closed,0,18-10-2013 12:49,,18-10-2013 13:30,18-10-2013 13:30,0,,,,,,
SBA000659,application,Server Based Application,WBS000128,IM0006665,Closed,4,4,4,0.915743772,incident,KM0002059,closed,0,18-10-2013 12:49,,18-10-2013 14:04,18-10-2013 14:04,1,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0006666,Closed,4,4,4,0.211136475,incident,KM0002043,closed,0,18-10-2013 12:51,,18-10-2013 13:37,18-10-2013 13:37,0,,,,,,
SBA000834,application,Server Based Application,WBS000223,IM0006667,Closed,4,4,4,0.193927661,incident,KM0001308,closed,4,18-10-2013 13:07,,23-10-2013 12:43,23-10-2013 12:43,2,,,,,,
DSK000392,computer,Desktop,WBS000187,IM0006668,Closed,5,5,5,0.082612983,incident,KM0001446,closed,0,18-10-2013 13:21,,22-10-2013 08:47,22-10-2013 08:47,1,,,,,,
WBA000144,application,Web Based Application,WBS000318,IM0006669,Closed,4,4,4,0.026352968,incident,KM0000846,closed,0,18-10-2013 13:22,,18-10-2013 14:58,18-10-2013 14:58,1,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0006670,Closed,5,5,5,0.388293574,request for information,KM0000226,closed,1,18-10-2013 13:27,,18-10-2013 14:39,18-10-2013 14:42,1,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0006671,Closed,4,4,4,0.146559475,incident,KM0002043,closed,0,18-10-2013 13:33,,18-10-2013 14:55,18-10-2013 14:55,1,,,,,,
COM000003,computer,Omgeving,WBS000098,IM0006672,Closed,4,4,4,0.425481323,incident,KM0001278,closed,0,18-10-2013 13:35,,21-10-2013 07:40,21-10-2013 07:41,4,,,,,,
WBA000144,application,Web Based Application,WBS000318,IM0006673,Closed,5,5,5,0.496634904,incident,KM0000836,closed,3,18-10-2013 13:47,,25-10-2013 11:14,25-10-2013 11:14,4,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0006674,Closed,5,5,5,0.072383134,request for information,KM0000226,closed,1,18-10-2013 13:55,,18-10-2013 14:26,18-10-2013 14:27,0,,,,,,
SBA000458,application,Server Based Application,WBS000073,IM0006675,Closed,5,5,5,0.98130384,incident,KM0001986,closed,0,18-10-2013 13:56,,23-10-2013 08:40,23-10-2013 08:40,2,,,,,,
COM000003,computer,Omgeving,WBS000098,IM0006676,Closed,3,3,3,0.653889406,incident,KM0001278,closed,5,18-10-2013 14:01,,30-10-2013 13:21,30-10-2013 13:21,8,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0006677,Closed,5,5,5,0.940097091,request for information,KM0001825,closed,0,18-10-2013 14:11,,18-10-2013 15:18,18-10-2013 15:18,1,,,,,,
SUB000427,subapplication,Web Based Application,WBS000073,IM0006678,Closed,4,4,4,0.169013519,incident,KM0001729,closed,0,18-10-2013 14:15,,24-10-2013 14:32,24-10-2013 14:43,1,,,,,,
WBA000058,application,Web Based Application,WBS000073,IM0006679,Closed,4,4,4,0.557088184,incident,KM0000819,closed,2,18-10-2013 14:22,,21-10-2013 12:36,21-10-2013 12:36,8,,,,,,
SSW000171,software,System Software,WBS000092,IM0006680,Closed,5,5,5,0.753188497,request for information,KM0002006,closed,1,18-10-2013 14:27,,18-10-2013 15:09,18-10-2013 15:10,0,,,,,,
SBA000805,application,Server Based Application,WBS000016,IM0006681,Closed,NS,3,NA,0.568463912,incident,KM0000938,closed,0,18-10-2013 14:29,,18-10-2013 14:31,18-10-2013 14:31,0,,,,,,
SBA000393,application,Server Based Application,WBS000052,IM0006682,Closed,5,5,5,0.421599282,incident,KM0000358,closed,0,18-10-2013 14:37,,18-10-2013 15:43,18-10-2013 15:43,10,,,,,,
WBA000068,application,Web Based Application,WBS000171,IM0006683,Closed,5,5,5,0.972414226,incident,KM0000698,closed,0,18-10-2013 14:39,,18-10-2013 17:11,18-10-2013 17:11,2,,,,,,
SBA000759,application,Server Based Application,WBS000296,IM0006684,Closed,3,3,3,0.823688179,incident,KM0001253,closed,0,18-10-2013 14:41,,18-10-2013 15:02,18-10-2013 15:03,0,,,,,,
SBA000621,application,Server Based Application,WBS000295,IM0006685,Closed,3,3,3,0.319459645,incident,KM0001536,closed,0,18-10-2013 14:44,,22-10-2013 13:00,22-10-2013 13:00,1,,,,,,
SBA000462,application,Server Based Application,WBS000073,IM0006686,Closed,4,4,4,0.306558588,incident,KM0001719,closed,0,18-10-2013 14:45,,18-10-2013 15:23,18-10-2013 15:23,0,,,,,,
SBA000607,application,Server Based Application,WBS000263,IM0006687,Closed,5,5,5,0.218610067,request for information,KM0001825,closed,2,18-10-2013 14:52,,30-10-2013 09:09,30-10-2013 09:09,7,,,,,,
SUB000455,subapplication,Web Based Application,WBS000073,IM0006688,Closed,4,4,4,0.292403374,incident,KM0001728,closed,0,18-10-2013 14:56,,18-10-2013 16:11,18-10-2013 16:11,1,,,,,,
SBA000805,application,Server Based Application,WBS000016,IM0006689,Closed,3,3,3,0.905007017,incident,KM0000938,closed,0,18-10-2013 15:07,,18-10-2013 15:09,18-10-2013 15:09,0,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0006690,Closed,4,4,4,0.946332879,incident,KM0002041,closed,0,18-10-2013 15:10,,18-10-2013 15:20,18-10-2013 15:20,0,,,,,,
SBA000611,application,Server Based Application,WBS000101,IM0006691,Closed,4,4,4,0.660198848,incident,KM0001504,closed,0,18-10-2013 15:16,,21-10-2013 14:17,21-10-2013 14:19,9,,,,,,
SBA000462,application,Server Based Application,WBS000073,IM0006692,Closed,4,4,4,0.48528018,incident,KM0001363,closed,5,18-10-2013 15:48,23-10-2013 12:53,30-10-2013 11:38,30-10-2013 11:38,5,,,,,,
CBA000014,application,Client Based Application,WBS000073,IM0006693,Closed,4,4,4,0.58485551,incident,KM0001790,closed,0,18-10-2013 15:51,,21-10-2013 10:22,21-10-2013 10:23,5,,,,,,
SSW000059,software,System Software,WBS000201,IM0006694,Closed,4,4,4,0.457489833,incident,KM0000895,closed,0,18-10-2013 16:10,,21-10-2013 12:53,21-10-2013 12:53,7,,,,,,
DTA000616,application,Desktop Application,WBS000092,IM0006696,Closed,4,4,4,0.395857597,incident,KM0002055,closed,0,18-10-2013 16:37,,21-10-2013 06:52,21-10-2013 06:52,0,,,,,,
WBA000133,application,Web Based Application,WBS000073,IM0006697,Closed,4,5,4,0.321293221,incident,KM0000711,closed,3,18-10-2013 16:43,,24-10-2013 08:31,24-10-2013 08:31,1,,,,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0006698,Closed,5,5,5,0.988960884,request for information,KM0000226,closed,1,18-10-2013 16:49,,21-10-2013 11:22,21-10-2013 11:22,1,,,,,,
LSR000846,computer,Linux Server,WBS000161,IM0006699,Closed,3,3,3,0.312179548,incident,KM0000970,closed,0,18-10-2013 17:03,,18-10-2013 17:36,18-10-2013 17:36,0,,,,,,
SUB000436,subapplication,Web Based Application,WBS000073,IM0006700,Closed,4,4,4,0.276573098,incident,KM0000775,closed,3,18-10-2013 17:04,,24-10-2013 09:18,24-10-2013 09:18,3,,,,,,
SBA000759,application,Server Based Application,WBS000296,IM0006701,Closed,5,5,5,0.479857754,request for information,KM0001031,closed,2,18-10-2013 13:26,,31-10-2013 16:30,31-10-2013 16:30,9,,,,,,
CBD001197,computer,Banking Device,WBS000146,IM0006702,Closed,2,2,2,0.712649898,incident,KM0000274,closed,1,18-10-2013 13:31,,18-10-2013 16:31,18-10-2013 16:31,2,,,,,,
WBA000133,application,Web Based Application,WBS000073,IM0006703,Closed,4,4,4,0.658034756,incident,KM0001244,closed,2,18-10-2013 13:42,29-10-2013 16:11,30-10-2013 07:52,30-10-2013 07:53,52,,,,,,
WBA000008,application,Web Based Application,WBS000167,IM0006704,Closed,5,5,5,0.538083959,incident,KM0000069,closed,1,18-10-2013 13:42,,22-10-2013 09:16,22-10-2013 09:16,1,,,,,,
SBA000759,application,Server Based Application,WBS000296,IM0006705,Closed,5,5,5,0.634409992,request for information,KM0001031,closed,0,18-10-2013 13:43,,24-10-2013 17:20,24-10-2013 17:20,4,,,,,,
SUB000443,subapplication,Web Based Application,WBS000125,IM0006706,Closed,5,5,5,0.552850013,incident,KM0001158,closed,0,18-10-2013 13:55,,,18-10-2013 15:13,1,,,,,,
SUB000535,subapplication,Web Based Application,WBS000066,IM0006707,Closed,4,4,4,0.180334072,incident,KM0000931,closed,1,18-10-2013 14:10,,21-10-2013 15:12,21-10-2013 15:12,1,,,,,,
WBA000124,application,Web Based Application,WBS000088,IM0006708,Closed,4,4,4,0.378124794,incident,KM0000611,closed,1,18-10-2013 14:17,,21-03-2014 16:23,21-03-2014 16:23,5,,,,,,
SBA000759,application,Server Based Application,WBS000296,IM0006709,Closed,5,5,5,0.816319815,request for information,KM0001031,closed,2,18-10-2013 14:20,,21-10-2013 16:59,21-10-2013 17:00,3,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0006710,Closed,4,4,4,0.514492584,incident,KM0001281,closed,4,18-10-2013 14:28,,29-10-2013 09:17,29-10-2013 09:17,3,,,,,,
WBA000103,application,Web Based Application,WBS000073,IM0006711,Closed,4,4,4,0.909011932,incident,KM0001624,closed,0,18-10-2013 14:34,23-10-2013 15:39,24-10-2013 08:15,24-10-2013 08:15,35,,,,,,
SUB000455,subapplication,Web Based Application,WBS000073,IM0006712,Closed,4,4,4,0.683252804,incident,KM0001728,closed,0,18-10-2013 14:37,,18-10-2013 16:07,18-10-2013 16:07,1,,,,,,
CBA000014,application,Client Based Application,WBS000073,IM0006713,Closed,4,4,4,0.486616687,incident,KM0001574,closed,1,18-10-2013 14:48,,22-10-2013 11:17,22-10-2013 11:17,1,,,,,,
SAP000003,application,SAP,WBS000271,IM0006714,Closed,5,5,5,0.686996822,request for information,KM0001163,closed,4,18-10-2013 14:49,,24-10-2013 10:01,24-10-2013 10:01,3,,,,,,
WBA000124,application,Web Based Application,WBS000088,IM0006715,Closed,4,4,4,0.705456918,incident,KM0000611,closed,4,18-10-2013 14:51,,04-12-2013 14:49,04-12-2013 14:49,3,,,,,,
WBA000124,application,Web Based Application,WBS000088,IM0006716,Closed,4,4,4,0.621695592,incident,KM0000611,closed,2,18-10-2013 15:15,,06-01-2014 12:10,06-01-2014 12:10,2,,,,,,
DTA000033,application,Desktop Application,WBS000234,IM0006717,Closed,5,4,4,0.381453089,incident,KM0001093,closed,0,18-10-2013 15:41,,24-10-2013 12:44,24-10-2013 12:45,2,,,,,,
WBA000124,application,Web Based Application,WBS000088,IM0006718,Closed,4,4,4,0.339651785,incident,KM0000611,closed,0,18-10-2013 15:41,,27-11-2013 15:22,27-11-2013 15:23,2,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0006719,Closed,5,5,5,0.285671198,request for information,KM0001113,closed,2,18-10-2013 15:46,,23-10-2013 07:55,23-10-2013 07:55,2,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0006720,Closed,5,5,5,0.385271015,request for information,KM0001110,closed,7,18-10-2013 15:48,,22-10-2013 15:07,22-10-2013 15:08,2,,,,,,
SBA000630,application,Server Based Application,WBS000070,IM0006721,Closed,5,5,5,0.630632493,request for information,KM0000995,closed,5,18-10-2013 15:58,,31-10-2013 13:54,31-10-2013 13:55,0,,,,,,
DTA000057,application,Desktop Application,WBS000094,IM0006722,Closed,5,5,5,0.50138128,request for information,KM0001405,closed,2,18-10-2013 16:08,,21-10-2013 16:37,21-10-2013 16:38,2,,,,,,
DCE000077,hardware,DataCenterEquipment,WBS000267,IM0006723,Closed,3,3,3,0.669752142,incident,KM0000182,closed,0,19-10-2013 00:33,,21-10-2013 07:33,21-10-2013 07:33,0,,,,,,
WBA000122,application,Web Based Application,WBS000298,IM0006724,Closed,2,2,2,0.267154971,incident,KM0001552,closed,2,20-10-2013 12:30,,20-10-2013 14:08,20-10-2013 14:09,1,,,,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0006725,Closed,4,4,4,0.387559234,incident,KM0001089,closed,0,18-10-2013 14:26,,21-10-2013 12:30,21-10-2013 12:30,8,,,,,,
WBA000011,application,Web Based Application,WBS000152,IM0006726,Closed,5,5,5,0.940122218,incident,KM0000075,closed,0,18-10-2013 14:54,,22-10-2013 12:50,22-10-2013 12:50,1,,,,,,
WBA000148,application,Web Based Application,WBS000172,IM0006727,Closed,5,5,5,0.847625825,incident,KM0001979,closed,1,18-10-2013 14:58,,21-10-2013 09:58,21-10-2013 09:59,5,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0006728,Closed,5,5,5,0.202501421,request for information,KM0001108,closed,0,18-10-2013 15:00,,22-10-2013 16:39,22-10-2013 16:39,2,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0006729,Closed,5,5,5,0.53640782,request for information,KM0001116,closed,2,18-10-2013 15:02,,23-10-2013 09:58,23-10-2013 09:58,2,,,,,,
SBA000263,application,Server Based Application,WBS000072,IM0006730,Closed,5,5,5,0.678994531,request for information,KM0001111,closed,0,18-10-2013 15:13,,22-10-2013 11:24,22-10-2013 11:24,1,,,,,,
